ecimk,KSHkod,telkod,megye,telnev,teltip,teltip3,teltip8,jaraskodKSH,nepesseg,UTCA,Hazszam,eredm
2106,19433,19433,5,Mezőkövesd,3,2,3,60,16559,SZOMOLYAI ÚT,107,0
2107,4260,4260,16,Mezőtúr,3,2,3,166,17510,BÓLYAI JÁNOS UTCA,10,1
2108,4260,4260,16,Mezőtúr,3,2,3,166,17510,IFJÚSÁGI LAKÓTELEP,0,0
2109,4260,4260,16,Mezőtúr,3,2,3,166,17510,KŐRÖSI CSOMA SÁNDOR UTCA,7,0
2110,4260,4260,16,Mezőtúr,3,2,3,166,17510,MAKK JÓZSEF UTCA,8,0
2111,4260,4260,16,Mezőtúr,3,2,3,166,17510,NAGYKÚRIA,125,0
2113,30456,30456,5,Miskolc,2,2,2,61,167754,ÁRPÁD ÚT,80,2
2114,30456,30456,5,Miskolc,2,2,2,61,167754,BAJCSY-ZSILINSZKY ÚT,22,0
2115,30456,30456,5,Miskolc,2,2,2,61,167754,BANDZSALGÓ DŰLŐ,001433/0013,0
2116,30456,30456,5,Miskolc,2,2,2,61,167754,BÁRCZAY UTCA,8,0
2117,30456,30456,5,Miskolc,2,2,2,61,167754,BODROG UTCA,1,0
2118,30456,30456,5,Miskolc,2,2,2,61,167754,BULCSU UTCA,20,0
2119,30456,30456,5,Miskolc,2,2,2,61,167754,CINKA PANNA UTCA,11,0
2121,30456,30456,5,Miskolc,2,2,2,61,167754,CSERMŐKE DŰLŐ,060527/0002,0
2122,30456,30456,5,Miskolc,2,2,2,61,167754,CSERMŐKE,060369/3,0
2123,30456,30456,5,Miskolc,2,2,2,61,167754,CSOKONAI VITÉZ M. UTCA,16,2
2124,30456,30456,5,Miskolc,2,2,2,61,167754,DANKÓ PISTA UTCA,15,1
2125,30456,30456,5,Miskolc,2,2,2,61,167754,ERKEL FERENC UTCA,110,0
2126,30456,30456,5,Miskolc,2,2,2,61,167754,FESZTY ÁRPÁD UTCA,54,0
2127,30456,30456,5,Miskolc,2,2,2,61,167754,GANZ ÁBRAHÁM UTCA,19,2
2130,30456,30456,5,Miskolc,2,2,2,61,167754,HAJÓS ALFRÉD UTCA,9,2
2131,30456,30456,5,Miskolc,2,2,2,61,167754,IRMA UTCA,32,0
2132,30456,30456,5,Miskolc,2,2,2,61,167754,IVÁN UTCA,5,0
2134,30456,30456,5,Miskolc,2,2,2,61,167754,KATOWICE UTCA,13,1
2135,30456,30456,5,Miskolc,2,2,2,61,167754,KEMPELEN FARKAS UTCA,4,2
2136,30456,30456,5,Miskolc,2,2,2,61,167754,KIRÁLY UTCA,5,1
2137,30456,30456,5,Miskolc,2,2,2,61,167754,KISFALUDY KÁROLY UTCA,26,0
2141,30456,30456,5,Miskolc,2,2,2,61,167754,KLAPKA GYÖRGY UTCA,3,1
2142,30456,30456,5,Miskolc,2,2,2,61,167754,KLAPKA GYÖRGY UTCA,46,2
2144,30456,30456,5,Miskolc,2,2,2,61,167754,KÖNYVES KÁLMÁN UTCA,7,1
2147,30456,30456,5,Miskolc,2,2,2,61,167754,KURUC UTCA,35,0
2148,30456,30456,5,Miskolc,2,2,2,61,167754,KURUC UTCA,67,0
2149,30456,30456,5,Miskolc,2,2,2,61,167754,MÁTRA UTCA,3,0
2150,30456,30456,5,Miskolc,2,2,2,61,167754,MÁTYÁS KIRÁLY UTCA,15,0
2154,30456,30456,5,Miskolc,2,2,2,61,167754,ÖRS UTCA,1,2
2155,30456,30456,5,Miskolc,2,2,2,61,167754,PATTANTYUS A. GÉZA UTCA,13,2
2156,30456,30456,5,Miskolc,2,2,2,61,167754,SÁLYI ISTVÁN UTCA,13,2
2157,30456,30456,5,Miskolc,2,2,2,61,167754,SZELES UTCA,76,0
2158,30456,30456,5,Miskolc,2,2,2,61,167754,SZENT ISTVÁN UTCA,4,1
2159,30456,30456,5,Miskolc,2,2,2,61,167754,SZENTGYÖRGY ÚT,16,2
2160,30456,30456,5,Miskolc,2,2,2,61,167754,SZENTGYÖRGY ÚT,65,2
2161,30456,30456,5,Miskolc,2,2,2,61,167754,SZÉPVÖLGY UTCA,15,0
2162,30456,30456,5,Miskolc,2,2,2,61,167754,SZILVÁS UTCA,25,1
2164,30456,30456,5,Miskolc,2,2,2,61,167754,SZIRMAY ANTAL UTCA,39,2
2165,30456,30456,5,Miskolc,2,2,2,61,167754,TETEMVÁR FELSŐSOR,218,0
2167,30456,30456,5,Miskolc,2,2,2,61,167754,TIZESHONVÉD UTCA,6,0
2168,30456,30456,5,Miskolc,2,2,2,61,167754,TORONTÁLI UTCA,8,2
2169,30456,30456,5,Miskolc,2,2,2,61,167754,VÖRÖSMARTY MIHÁLY UTCA,26,1
2170,30456,30456,5,Miskolc,2,2,2,61,167754,ZAMENHOF UTCA,7,0
2171,30456,30456,5,Miskolc,2,2,2,61,167754,ZENTA UTCA,8,0
2172,23959,23959,2,Mohács,3,2,3,27,17808,BÁRÁNY UTCA,20,1
2174,23959,23959,2,Mohács,3,2,3,27,17808,KOSSUTH LAJOS UTCA,8/A,0
2175,23959,23959,2,Mohács,3,2,3,27,17808,NEFELEJCS UTCA,6,0
2176,23959,23959,2,Mohács,3,2,3,27,17808,SZENT FLÓRIÁN UTCA,1,0
2177,23959,23959,2,Mohács,3,2,3,27,17808,ÚJVÁROS,11,0
2179,10551,10551,13,Monor,3,2,3,130,17626,CZUCZOR UTCA,19,1
2180,10551,10551,13,Monor,3,2,3,130,17626,HEGYESSYTANYA,1/B,1
2181,10551,10551,13,Monor,3,2,3,130,17626,KAPISZTRÁN JÁNOS UTCA,32,0
2182,10551,10551,13,Monor,3,2,3,130,17626,KINIZSI UTCA,47,1
2183,10551,10551,13,Monor,3,2,3,130,17626,MALOMHEGY,4,1
2184,18485,18485,7,Mór,3,2,3,82,14272,ALKOTMÁNY UTCA,8,2
2185,18485,18485,7,Mór,3,2,3,82,14272,JÓZSEF ATTILA UTCA,42,1
2186,18485,18485,7,Mór,3,2,3,82,14272,KERT UTCA,4,0
2187,18485,18485,7,Mór,3,2,3,82,14272,KODÁLY ZOLTÁN UTCA,16,1
2188,18485,18485,7,Mór,3,2,3,82,14272,SZENT BORBÁLA UTCA,7,1
2190,4783,4783,8,Mosonmagyaróvár,3,2,3,89,32004,FERENCZY KÁROLY UTCA,22,1
2191,4783,4783,8,Mosonmagyaróvár,3,2,3,89,32004,FLESCH KÁROLY UTCA,3,0
2192,4783,4783,8,Mosonmagyaróvár,3,2,3,89,32004,KORMOS ISTVÁN LAKÓTELEP,1,1
2193,4783,4783,8,Mosonmagyaróvár,3,2,3,89,32004,KÖLCSEY FERENC UTCA,12,1
2195,4783,4783,8,Mosonmagyaróvár,3,2,3,89,32004,MÓRA FERENC LAKÓTELEP,22,1
2196,4783,4783,8,Mosonmagyaróvár,3,2,3,89,32004,OROSZVÁRI UTCA,42,0
2198,4783,4783,8,Mosonmagyaróvár,3,2,3,89,32004,TŰZLILIOM UTCA,7,1
2199,4783,4783,8,Mosonmagyaróvár,3,2,3,89,32004,TŰZLILIOM UTCA,75,2
2200,28149,28149,8,Mosonszolnok,4,3,7,89,1644,AKÁCFA UTCA,1,1
2201,28149,28149,8,Mosonszolnok,4,3,7,89,1644,ARANY JÁNOS UTCA,1,1
2202,28149,28149,8,Mosonszolnok,4,3,7,89,1644,FŐ UTCA,49,1
2203,28149,28149,8,Mosonszolnok,4,3,7,89,1644,FŐ UTCA,65,1
2204,28149,28149,8,Mosonszolnok,4,3,7,89,1644,FŐ UTCA,96,0
2205,28149,28149,8,Mosonszolnok,4,3,7,89,1644,FŐ UTCA,119,0
2206,28149,28149,8,Mosonszolnok,4,3,7,89,1644,JÓKAI UTCA,37,0
2207,28149,28149,8,Mosonszolnok,4,3,7,89,1644,KOSSUTH LAJOS UTCA,20,0
2208,28149,28149,8,Mosonszolnok,4,3,7,89,1644,PETŐFI UTCA,1,1
2209,28149,28149,8,Mosonszolnok,4,3,7,89,1644,PETŐFI UTCA,2,1
2210,28149,28149,8,Mosonszolnok,4,3,7,89,1644,POSTA UTCA,3,0
2211,28149,28149,8,Mosonszolnok,4,3,7,89,1644,RÁKÓCZI UTCA,21,1
2212,28149,28149,8,Mosonszolnok,4,3,7,89,1644,SPORT UTCA,6/A,0
2214,17941,17941,14,Nagyatád,3,2,3,145,11032,DAMJANICH UTCA,16/A,2
2215,17941,17941,14,Nagyatád,3,2,3,145,11032,KOLOZSVÁRI UTCA,49,2
2216,17941,17941,14,Nagyatád,3,2,3,145,11032,RÁKÓCZI UTCA,106,1
2217,17941,17941,14,Nagyatád,3,2,3,145,11032,SZIGETVÁRI UTCA,22,1
2218,30933,30933,20,Nagykanizsa,2,2,3,196,49026,ALKOTMÁNY ÚT,2/E,0
2219,30933,30933,20,Nagykanizsa,2,2,3,196,49026,BAJCSY-ZSILINSZKY ÚT,119,1
2221,30933,30933,20,Nagykanizsa,2,2,3,196,49026,CSENGERY ÚT,117/11,1
2222,30933,30933,20,Nagykanizsa,2,2,3,196,49026,CSENGERY ÚT,117/18,1
2223,30933,30933,20,Nagykanizsa,2,2,3,196,49026,FŐ ÚT,18-20,0
2225,30933,30933,20,Nagykanizsa,2,2,3,196,49026,KATONA JÓZSEF UTCA,7,2
2226,30933,30933,20,Nagykanizsa,2,2,3,196,49026,KAZANLAK KÖRÚT,9,1
2227,30933,30933,20,Nagykanizsa,2,2,3,196,49026,MUNKÁS UTCA,5,0
2228,30933,30933,20,Nagykanizsa,2,2,3,196,49026,MUNKÁS UTCA,7,2
2230,30933,30933,20,Nagykanizsa,2,2,3,196,49026,SZEKERES JÓZSEF UTCA,13,2
2232,30933,30933,20,Nagykanizsa,2,2,3,196,49026,TELEKI UTCA,3,2
2234,30933,30933,20,Nagykanizsa,2,2,3,196,49026,VÁROSKAPU KÖRÚT,6,1
2235,13435,13435,13,Nagykáta,3,2,3,131,12467,ÁRPÁD KÖZ,01.ápr,1
2236,13435,13435,13,Nagykáta,3,2,3,131,12467,BORNEMISSZA GERGELY UTCA,4,2
2237,13435,13435,13,Nagykáta,3,2,3,131,12467,KÖVIDINKA UTCA,46,1
2238,13435,13435,13,Nagykáta,3,2,3,131,12467,LEHEL TÉR,1,2
2239,19716,19716,13,Nagykőrös,3,2,3,132,24134,ÁRBOZ UTCA,9,2
2241,19716,19716,13,Nagykőrös,3,2,3,132,24134,CEGLÉDI ÚT,17/B,0
2243,19716,19716,13,Nagykőrös,3,2,3,132,24134,KOSSUTH LAJOS ÚT,28,0
2245,19716,19716,13,Nagykőrös,3,2,3,132,24134,SZULTÁN UTCA,3,1
2246,19716,19716,13,Nagykőrös,3,2,3,132,24134,TÁZERDŐ DŰLŐ,39/C,2
2247,31732,31732,13,Nagymaros,3,2,3,137,4679,ARANY JÁNOS UTCA,16,0
2252,31732,31732,13,Nagymaros,3,2,3,137,4679,FEHÉRHEGY UTCA,82,1
2255,31732,31732,13,Nagymaros,3,2,3,137,4679,KASSÁK LAJOS UTCA,13,0
2256,31732,31732,13,Nagymaros,3,2,3,137,4679,KATICA SÉTÁNY,010387/0005,0
2257,31732,31732,13,Nagymaros,3,2,3,137,4679,KITTENBERGER KÁLMÁN UTCA,40,1
2258,31732,31732,13,Nagymaros,3,2,3,137,4679,KOSSUTH SOR,7,0
2259,31732,31732,13,Nagymaros,3,2,3,137,4679,NIMRÓD UTCA,1,0
2260,31732,31732,13,Nagymaros,3,2,3,137,4679,PINCE UTCA,14,1
2261,27076,27076,11,Nagysáp,4,3,7,110,1487,ADY ENDRE UTCA,7,0
2263,27076,27076,11,Nagysáp,4,3,7,110,1487,BAJCSY-ZSILINSZKY UTCA,02.jan,2
2264,27076,27076,11,Nagysáp,4,3,7,110,1487,DAMJANICH JÁNOS UTCA,17,2
2267,27076,27076,11,Nagysáp,4,3,7,110,1487,DAMJANICH JÁNOS UTCA,22/B,0
2268,27076,27076,11,Nagysáp,4,3,7,110,1487,DÓZSA GYÖRGY ÚT,3,0
2270,27076,27076,11,Nagysáp,4,3,7,110,1487,DÓZSA GYÖRGY ÚT,39,0
2272,27076,27076,11,Nagysáp,4,3,7,110,1487,GRANÁRIUM DOMB,1,0
2273,27076,27076,11,Nagysáp,4,3,7,110,1487,KOSSUTH LAJOS UTCA,9,2
2274,27076,27076,11,Nagysáp,4,3,7,110,1487,KOSSUTH LAJOS UTCA,38,2
2275,2042,2042,18,Narda,4,3,8,181,469,HATÁR UTCA,5,1
2276,2042,2042,18,Narda,4,3,8,181,469,HATÁR UTCA,11,1
2278,2042,2042,18,Narda,4,3,8,181,469,HATÁR UTCA,36,2
2279,2042,2042,18,Narda,4,3,8,181,469,KOSSUTH UTCA,6,1
2280,2042,2042,18,Narda,4,3,8,181,469,KOSSUTH UTCA,11,2
2281,2042,2042,18,Narda,4,3,8,181,469,KOSSUTH UTCA,13,1
2282,2042,2042,18,Narda,4,3,8,181,469,KOSSUTH UTCA,18,1
2283,2042,2042,18,Narda,4,3,8,181,469,KOSSUTH UTCA,40,2
2284,2042,2042,18,Narda,4,3,8,181,469,KOSSUTH UTCA,41,1
2285,2042,2042,18,Narda,4,3,8,181,469,KOSSUTH UTCA,72,2
2286,2042,2042,18,Narda,4,3,8,181,469,KOSSUTH UTCA,79,2
2287,2042,2042,18,Narda,4,3,8,181,469,KOSSUTH UTCA,89,0
2289,31556,31556,18,Nemesmedves,4,3,8,180,17,FŐ UTCA,1,0
2290,31556,31556,18,Nemesmedves,4,3,8,180,17,FŐ UTCA,3,1
2291,31556,31556,18,Nemesmedves,4,3,8,180,17,FŐ UTCA,7,0
2292,31556,31556,18,Nemesmedves,4,3,8,180,17,FŐ UTCA,8,1
2293,31556,31556,18,Nemesmedves,4,3,8,180,17,FŐ UTCA,12/B,1
2294,31556,31556,18,Nemesmedves,4,3,8,180,17,FŐ UTCA,13,2
2295,31556,31556,18,Nemesmedves,4,3,8,180,17,FŐ UTCA,13/B,2
2296,31556,31556,18,Nemesmedves,4,3,8,180,17,FŐ UTCA,15,1
2297,31556,31556,18,Nemesmedves,4,3,8,180,17,FŐ UTCA,17,2
2298,14845,14845,15,Nyírbátor,3,2,3,156,12719,DAMJANICH UTCA,24,0
2299,14845,14845,15,Nyírbátor,3,2,3,156,12719,KENYÉRMEZŐ UTCA,4,1
2300,14845,14845,15,Nyírbátor,3,2,3,156,12719,KRÚDY GYULA UTCA,11,0
2301,14845,14845,15,Nyírbátor,3,2,3,156,12719,SPORT UTCA,9,0
2302,17206,17206,15,Nyíregyháza,2,2,2,157,119746,ÁROK UTCA,16,1
2303,17206,17206,15,Nyíregyháza,2,2,2,157,119746,ÁRPÁD UTCA,28,1
2304,17206,17206,15,Nyíregyháza,2,2,2,157,119746,BÁTHORI UTCA,9,0
2305,17206,17206,15,Nyíregyháza,2,2,2,157,119746,BODROGI UTCA,72,1
2307,17206,17206,15,Nyíregyháza,2,2,2,157,119746,DÁLIA UTCA,7,0
2308,17206,17206,15,Nyíregyháza,2,2,2,157,119746,FAZEKAS JÁNOS TÉR,3,0
2309,17206,17206,15,Nyíregyháza,2,2,2,157,119746,FAZEKAS JÁNOS TÉR,5,0
2311,17206,17206,15,Nyíregyháza,2,2,2,157,119746,HŐSÖK TERE,15,1
2312,17206,17206,15,Nyíregyháza,2,2,2,157,119746,HUSZÁRSOR,5,0
2313,17206,17206,15,Nyíregyháza,2,2,2,157,119746,KABAY JÁNOS UTCA,43,0
2314,17206,17206,15,Nyíregyháza,2,2,2,157,119746,KARDVIRÁG UTCA,6,1
2316,17206,17206,15,Nyíregyháza,2,2,2,157,119746,KORÁNYI FRIGYES UTCA,48,0
2317,17206,17206,15,Nyíregyháza,2,2,2,157,119746,KÖZÉP UTCA,30,0
2318,17206,17206,15,Nyíregyháza,2,2,2,157,119746,LEGYEZŐ UTCA,6/B,0
2320,17206,17206,15,Nyíregyháza,2,2,2,157,119746,MADÁCH IMRE UTCA,15/A,1
2321,17206,17206,15,Nyíregyháza,2,2,2,157,119746,MÁJUS 1. TÉR,13,0
2323,17206,17206,15,Nyíregyháza,2,2,2,157,119746,MÓRICZ ZSIGMOND UTCA,25,1
2324,17206,17206,15,Nyíregyháza,2,2,2,157,119746,MUNKÁS UTCA,11,0
2325,17206,17206,15,Nyíregyháza,2,2,2,157,119746,NYÍRSÉG UTCA,51,1
2326,17206,17206,15,Nyíregyháza,2,2,2,157,119746,PIHENŐ UTCA,11,0
2329,17206,17206,15,Nyíregyháza,2,2,2,157,119746,RÖVID UTCA,18,1
2330,17206,17206,15,Nyíregyháza,2,2,2,157,119746,SEMMELWEIS UTCA,16,0
2332,17206,17206,15,Nyíregyháza,2,2,2,157,119746,SZALAG UTCA,7,0
2333,17206,17206,15,Nyíregyháza,2,2,2,157,119746,SZALAG UTCA,17,0
2335,17206,17206,15,Nyíregyháza,2,2,2,157,119746,SZENT ISTVÁN UTCA,63,0
2336,17206,17206,15,Nyíregyháza,2,2,2,157,119746,SZÍJGYÁRTÓ UTCA,48,1
2337,17206,17206,15,Nyíregyháza,2,2,2,157,119746,SZÍV UTCA,1/B,0
2338,17206,17206,15,Nyíregyháza,2,2,2,157,119746,TÖRZS UTCA,104,0
2339,17206,17206,15,Nyíregyháza,2,2,2,157,119746,UNGVÁR SÉTÁNY,1,0
2340,17206,17206,15,Nyíregyháza,2,2,2,157,119746,VASÚT UTCA,52,0
2341,17206,17206,15,Nyíregyháza,2,2,2,157,119746,VASVÁRI PÁL UTCA,72,0
2342,17206,17206,15,Nyíregyháza,2,2,2,157,119746,4-ES HUSZÁROK ÚTJA,3,0
2345,9238,9238,15,Nyírgyulaj,4,3,6,156,2003,BAJCSY-ZSILINSZKY UTCA,65,2
2346,9238,9238,15,Nyírgyulaj,4,3,6,156,2003,BAJCSY-ZSILINSZKY UTCA,71,1
2347,9238,9238,15,Nyírgyulaj,4,3,6,156,2003,BOCSKAI UTCA,23,2
2348,9238,9238,15,Nyírgyulaj,4,3,6,156,2003,BOCSKAI UTCA,34,2
2349,9238,9238,15,Nyírgyulaj,4,3,6,156,2003,GYÖNGYVIRÁG UTCA,58,2
2351,9238,9238,15,Nyírgyulaj,4,3,6,156,2003,MÁRTÍROK ÚTJA,23,2
2352,9238,9238,15,Nyírgyulaj,4,3,6,156,2003,MÁRTÍROK ÚTJA,73,2
2353,9238,9238,15,Nyírgyulaj,4,3,6,156,2003,PETŐFI UTCA,63,2
2354,9238,9238,15,Nyírgyulaj,4,3,6,156,2003,PETŐFI UTCA,90,2
2355,9238,9238,15,Nyírgyulaj,4,3,6,156,2003,PETŐFI UTCA,120,2
2356,9238,9238,15,Nyírgyulaj,4,3,6,156,2003,PIPACS UTCA,19,2
2357,4215,4215,5,Nyomár,4,3,8,55,326,DÓZSA GYÖRGY UTCA,5,1
2358,4215,4215,5,Nyomár,4,3,8,55,326,DÓZSA GYÖRGY UTCA,19,1
2359,4215,4215,5,Nyomár,4,3,8,55,326,DÓZSA GYÖRGY UTCA,37,2
2361,4215,4215,5,Nyomár,4,3,8,55,326,KOSSUTH LAJOS UTCA,1,1
2362,4215,4215,5,Nyomár,4,3,8,55,326,KOSSUTH LAJOS UTCA,3,1
2363,4215,4215,5,Nyomár,4,3,8,55,326,KOSSUTH LAJOS UTCA,23,2
2364,4215,4215,5,Nyomár,4,3,8,55,326,KOSSUTH LAJOS UTCA,29,2
2365,4215,4215,5,Nyomár,4,3,8,55,326,KOSSUTH LAJOS UTCA,41,2
2366,4215,4215,5,Nyomár,4,3,8,55,326,KOSSUTH LAJOS UTCA,45,0
2367,4215,4215,5,Nyomár,4,3,8,55,326,SZABADSÁG ÚT,5,2
2368,4215,4215,5,Nyomár,4,3,8,55,326,SZABADSÁG ÚT,9,2
2369,4215,4215,5,Nyomár,4,3,8,55,326,SZABADSÁG ÚT,21,2
2370,4215,4215,5,Nyomár,4,3,8,55,326,SZABADSÁG ÚT,33,0
2371,4075,4075,13,Ócsa,3,2,3,129,8985,ARANY JÁNOS UTCA,6,0
2372,4075,4075,13,Ócsa,3,2,3,129,8985,ARANY JÁNOS UTCA,22,2
2373,4075,4075,13,Ócsa,3,2,3,129,8985,EPRESKERT UTCA,10,1
2374,4075,4075,13,Ócsa,3,2,3,129,8985,EPRESKERT UTCA,16/A,2
2375,4075,4075,13,Ócsa,3,2,3,129,8985,ERDŐSOR UTCA,38,2
2376,4075,4075,13,Ócsa,3,2,3,129,8985,FALU TAMÁS UTCA,8,0
2377,4075,4075,13,Ócsa,3,2,3,129,8985,FELSŐBABÁD ÁG ÜZEM,000474/41,0
2378,4075,4075,13,Ócsa,3,2,3,129,8985,HALÁSZY KÁROLY UTCA,20,0
2379,4075,4075,13,Ócsa,3,2,3,129,8985,HALÁSZY KÁROLY UTCA,57,2
2380,4075,4075,13,Ócsa,3,2,3,129,8985,KÁLVIN UTCA,1,0
2382,4075,4075,13,Ócsa,3,2,3,129,8985,KATONA JÓZSEF UTCA,73,1
2383,4075,4075,13,Ócsa,3,2,3,129,8985,KISS JÁNOS UTCA,3,1
2384,4075,4075,13,Ócsa,3,2,3,129,8985,KÖZTÁRSASÁG TÉR,1/D,0
2386,22558,22558,5,Onga,4,3,6,61,4858,BEM APÓ UTCA,45,0
2387,22558,22558,5,Onga,4,3,6,61,4858,BEM APÓ UTCA,51,1
2388,22558,22558,5,Onga,4,3,6,61,4858,BERZSENYI DÁNIEL UTCA,26,2
2389,22558,22558,5,Onga,4,3,6,61,4858,CIMBALMOS UTCA,12,0
2390,22558,22558,5,Onga,4,3,6,61,4858,CIMBALMOS UTCA,23,0
2391,22558,22558,5,Onga,4,3,6,61,4858,CIMBALMOS UTCA,24/A,0
2392,22558,22558,5,Onga,4,3,6,61,4858,CSOKONAI UTCA,70,0
2393,22558,22558,5,Onga,4,3,6,61,4858,DÓZSA GYÖRGY UTCA,16/A,1
2394,22558,22558,5,Onga,4,3,6,61,4858,KOSSUTH LAJOS UTCA,23,0
2398,22558,22558,5,Onga,4,3,6,61,4858,MADÁCH IMRE UTCA,20,0
2400,23065,23065,4,Orosháza,3,2,3,50,29081,BUDAI NAGY ANTAL UTCA,37,1
2401,23065,23065,4,Orosháza,3,2,3,50,29081,HUSZÁR UTCA,10,1
2402,23065,23065,4,Orosháza,3,2,3,50,29081,KÖND UTCA,84,1
2403,23065,23065,4,Orosháza,3,2,3,50,29081,LORÁNTFFY UTCA,102,2
2404,23065,23065,4,Orosháza,3,2,3,50,29081,MÓRICZ ZSIGMOND UTCA,15,0
2405,23065,23065,4,Orosháza,3,2,3,50,29081,OND UTCA,12,0
2406,23065,23065,4,Orosháza,3,2,3,50,29081,SZARVASI ÚT,13,0
2407,23065,23065,4,Orosháza,3,2,3,50,29081,SZEGFŰ UTCA,7,1
2408,23065,23065,4,Orosháza,3,2,3,50,29081,VÁSÁRHELYI ÚT,84,1
2409,23065,23065,4,Orosháza,3,2,3,50,29081,ZÖLDFA UTCA,3,1
2410,30766,30766,11,Oroszlány,3,2,3,113,18446,DÓZSA GYÖRGY UTCA,25,1
2411,30766,30766,11,Oroszlány,3,2,3,113,18446,PETŐFI SÁNDOR UTCA,31,0
2412,30766,30766,11,Oroszlány,3,2,3,113,18446,RADNÓTI MIKLÓS UTCA,22,0
2415,30766,30766,11,Oroszlány,3,2,3,113,18446,TAKÁCS IMRE UTCA,33,1
2416,14492,14492,5,Ózd,3,2,3,62,34481,ÁLMOS VEZÉR UTCA,34,0
2419,14492,14492,5,Ózd,3,2,3,62,34481,FENYŐ UTCA,45,0
2420,14492,14492,5,Ózd,3,2,3,62,34481,GÁL-VÖLGYE ÚT,89,1
2421,14492,14492,5,Ózd,3,2,3,62,34481,HEGYI UTCA,10,0
2422,14492,14492,5,Ózd,3,2,3,62,34481,LAM ÚT,34,0
2425,14492,14492,5,Ózd,3,2,3,62,34481,NAGY IMRE ÚT,11,0
2426,14492,14492,5,Ózd,3,2,3,62,34481,VASVÁR ÚT,17,2
2428,8545,8545,13,Őrbottyán,4,3,5,138,7102,BARTÓK BÉLA UTCA,49,1
2432,8545,8545,13,Őrbottyán,4,3,5,138,7102,FŐ ÚT,69,1
2433,8545,8545,13,Őrbottyán,4,3,5,138,7102,GÁRDONYI GÉZA UTCA,45,1
2435,8545,8545,13,Őrbottyán,4,3,5,138,7102,MÁRAI SÁNDOR UTCA,46,1
2436,8545,8545,13,Őrbottyán,4,3,5,138,7102,MIKSZÁTH KÁLMÁN UTCA,12,0
2437,8545,8545,13,Őrbottyán,4,3,5,138,7102,MOLNÁR FERENC UTCA,21,1
2438,8545,8545,13,Őrbottyán,4,3,5,138,7102,MÓRA FERENC UTCA,114,1
2439,8545,8545,13,Őrbottyán,4,3,5,138,7102,PUSKÁS FERENC UTCA,42,2
2440,8545,8545,13,Őrbottyán,4,3,5,138,7102,RÁKÓCZI FERENC UTCA,78,1
2442,8679,8679,3,Öregcsertő,4,3,8,37,807,HONVÉD UTCA,29,0
2443,8679,8679,3,Öregcsertő,4,3,8,37,807,KOSSUTH UTCA,3,0
2446,8679,8679,3,Öregcsertő,4,3,8,37,807,KOSSUTH UTCA,50,1
2447,8679,8679,3,Öregcsertő,4,3,8,37,807,KOSSUTH UTCA,74,2
2448,8679,8679,3,Öregcsertő,4,3,8,37,807,KOSSUTH UTCA,135,0
2449,8679,8679,3,Öregcsertő,4,3,8,37,807,RÁKÓCZI UTCA,14,2
2450,8679,8679,3,Öregcsertő,4,3,8,37,807,RÁKÓCZI UTCA,33/A,0
2451,8679,8679,3,Öregcsertő,4,3,8,37,807,RÁKÓCZI UTCA,39,2
2452,8679,8679,3,Öregcsertő,4,3,8,37,807,RÁKÓCZI UTCA,62,1
2453,8679,8679,3,Öregcsertő,4,3,8,37,807,SPORT UTCA,43,1
2454,8679,8679,3,Öregcsertő,4,3,8,37,807,VÉN JÓZSEF UTCA,24,1
2455,31741,31741,20,Pacsa,3,2,7,197,1711,ADY ENDRE UTCA,2,0
2456,31741,31741,20,Pacsa,3,2,7,197,1711,BÉKE UTCA,23,0
2457,31741,31741,20,Pacsa,3,2,7,197,1711,CSÁNY LÁSZLÓ UTCA,4,0
2458,31741,31741,20,Pacsa,3,2,7,197,1711,CSÁNY LÁSZLÓ UTCA,8,0
2459,31741,31741,20,Pacsa,3,2,7,197,1711,DEÁK FERENC UTCA,15,0
2460,31741,31741,20,Pacsa,3,2,7,197,1711,GAGARIN UTCA,37,1
2463,31741,31741,20,Pacsa,3,2,7,197,1711,JÓKAI MÓR UTCA,15,2
2464,31741,31741,20,Pacsa,3,2,7,197,1711,KISFALUDY UTCA,19,0
2465,31741,31741,20,Pacsa,3,2,7,197,1711,KISFALUDY UTCA,48,0
2466,31741,31741,20,Pacsa,3,2,7,197,1711,KISS UTCA,15,0
2468,31741,31741,20,Pacsa,3,2,7,197,1711,PETŐFI UTCA,3,2
2473,4862,4862,17,Paks,3,2,3,172,19369,KÁPOLNA UTCA,16/A,0
2474,4862,4862,17,Paks,3,2,3,172,19369,SZABADSÁG UTCA,27,1
2475,4862,4862,17,Paks,3,2,3,172,19369,TULIPÁN UTCA,1,2
2476,12362,12362,5,Pálháza,3,2,3,65,1061,ARANY JÁNOS UTCA,13,0
2477,12362,12362,5,Pálháza,3,2,3,65,1061,ARANY JÁNOS UTCA,18,0
2478,12362,12362,5,Pálháza,3,2,3,65,1061,ÁRPÁD UTCA,19,2
2479,12362,12362,5,Pálháza,3,2,3,65,1061,ÁRPÁD UTCA,21,1
2480,12362,12362,5,Pálháza,3,2,3,65,1061,DÓZSA GYÖRGY ÚT,02.márc,1
2481,12362,12362,5,Pálháza,3,2,3,65,1061,DÓZSA GYÖRGY ÚT,44,2
2482,12362,12362,5,Pálháza,3,2,3,65,1061,DÓZSA GYÖRGY ÚT,ápr.48,2
2483,12362,12362,5,Pálháza,3,2,3,65,1061,LIGET UTCA,3,2
