ecimk,KSHkod,telkod,megye,telnev,teltip,teltip3,teltip8,jaraskodKSH,nepesseg,UTCA,Hazszam,eredm
1586,8314,8314,6,Hódmezővásárhely,2,2,3,71,46047,KARD UTCA,20,2
1588,8314,8314,6,Hódmezővásárhely,2,2,3,71,46047,LEHEL UTCA,14,0
1589,8314,8314,6,Hódmezővásárhely,2,2,3,71,46047,MEDGYESSY FERENC UTCA,5,0
1590,8314,8314,6,Hódmezővásárhely,2,2,3,71,46047,MÓRICZ ZSIGMOND UTCA,7,2
1591,8314,8314,6,Hódmezővásárhely,2,2,3,71,46047,SZABADSÁG TÉR,86,1
1592,8314,8314,6,Hódmezővásárhely,2,2,3,71,46047,SZABADSÁG TÉR,88,0
1594,8314,8314,6,Hódmezővásárhely,2,2,3,71,46047,TANYA,3010,1
1595,8314,8314,6,Hódmezővásárhely,2,2,3,71,46047,TISZA UTCA,1,0
1596,8314,8314,6,Hódmezővásárhely,2,2,3,71,46047,TÓALJ UTCA,81,1
1598,8314,8314,6,Hódmezővásárhely,2,2,3,71,46047,VERES UTCA,23,1
1599,6211,6211,14,Hollád,4,3,8,144,237,CSERVÖLGYI UTCA,31,0
1601,6211,6211,14,Hollád,4,3,8,144,237,FŐ UTCA,13,1
1602,6211,6211,14,Hollád,4,3,8,144,237,FŐ UTCA,18,1
1603,6211,6211,14,Hollád,4,3,8,144,237,FŐ UTCA,24,1
1604,6211,6211,14,Hollád,4,3,8,144,237,FŐ UTCA,35,1
1605,6211,6211,14,Hollád,4,3,8,144,237,FŐ UTCA,36,0
1606,6211,6211,14,Hollád,4,3,8,144,237,FŐ UTCA,37,0
1607,6211,6211,14,Hollád,4,3,8,144,237,FŐ UTCA,39,0
1608,6211,6211,14,Hollád,4,3,8,144,237,FŐ UTCA,51,2
1609,6211,6211,14,Hollád,4,3,8,144,237,KOSSUTH LAJOS UTCA,4,0
1612,6211,6211,14,Hollád,4,3,8,144,237,PETŐFI SÁNDOR UTCA,42,1
1613,6266,6266,9,Hosszúpályi,4,3,5,96,5787,ARANY JÁNOS UTCA,58,2
1614,6266,6266,9,Hosszúpályi,4,3,5,96,5787,BAGOSI UTCA,104,1
1616,6266,6266,9,Hosszúpályi,4,3,5,96,5787,FÖLDVÁR UTCA,23,0
1617,6266,6266,9,Hosszúpályi,4,3,5,96,5787,FÖLDVÁR UTCA,61,1
1618,6266,6266,9,Hosszúpályi,4,3,5,96,5787,GERGELY UTCA,6/A,2
1620,6266,6266,9,Hosszúpályi,4,3,5,96,5787,HALOM UTCA,39/B,0
1622,6266,6266,9,Hosszúpályi,4,3,5,96,5787,HOMOK UTCA,2,0
1623,6266,6266,9,Hosszúpályi,4,3,5,96,5787,JÓKAI UTCA,11,0
1624,6266,6266,9,Hosszúpályi,4,3,5,96,5787,KELETI UTCA,6,2
1625,6266,6266,9,Hosszúpályi,4,3,5,96,5787,NAGY UTCA,53/A,1
1627,7807,7807,13,Isaszeg,3,2,3,128,11152,GÖRGEY UTCA,8,0
1628,7807,7807,13,Isaszeg,3,2,3,128,11152,HŐSÖK UTCA,27,0
1629,7807,7807,13,Isaszeg,3,2,3,128,11152,MIKSZÁTH KÁLMÁN UTCA,14,2
1631,22859,22859,16,Jánoshida,4,3,6,161,2472,ATTILA UTCA,12,0
1632,22859,22859,16,Jánoshida,4,3,6,161,2472,BALASSI UTCA,2/A,1
1633,22859,22859,16,Jánoshida,4,3,6,161,2472,BALASSI UTCA,3,1
1634,22859,22859,16,Jánoshida,4,3,6,161,2472,BIMBÓ UTCA,2,1
1635,22859,22859,16,Jánoshida,4,3,6,161,2472,BOLDOGHÁZI UTCA,21,2
1637,22859,22859,16,Jánoshida,4,3,6,161,2472,HÍD UTCA,2,2
1638,22859,22859,16,Jánoshida,4,3,6,161,2472,JÁSZ UTCA,20/A,2
1642,22859,22859,16,Jánoshida,4,3,6,161,2472,RÁKÓCZI FERENC UTCA,38,1
1644,22859,22859,16,Jánoshida,4,3,6,161,2472,SZÉCHENYI ISTVÁN UTCA,4,1
1646,17589,17589,15,Jármi,4,3,7,154,1290,ARANY JÁNOS KÖZ,4,0
1647,17589,17589,15,Jármi,4,3,7,154,1290,ARANY JÁNOS KÖZ,16,1
1648,17589,17589,15,Jármi,4,3,7,154,1290,ARANY JÁNOS UTCA,17,1
1649,17589,17589,15,Jármi,4,3,7,154,1290,DÓZSA GYÖRGY UTCA,6,2
1651,17589,17589,15,Jármi,4,3,7,154,1290,DÓZSA GYÖRGY UTCA,89,0
1655,17589,17589,15,Jármi,4,3,7,154,1290,PETŐFI SÁNDOR UTCA,29,1
1656,17589,17589,15,Jármi,4,3,7,154,1290,PETŐFI SÁNDOR UTCA,51,1
1657,17589,17589,15,Jármi,4,3,7,154,1290,SZÉCHENYI UTCA,12,2
1658,17589,17589,15,Jármi,4,3,7,154,1290,SZÉCHENYI UTCA,22,1
1659,22202,22202,16,Jászapáti,3,2,3,161,8889,BEM APÓ UTCA,9,2
1660,22202,22202,16,Jászapáti,3,2,3,161,8889,DAMJANICH ÚT,50,0
1661,22202,22202,16,Jászapáti,3,2,3,161,8889,DAMJANICH ÚT,73/A,1
1662,22202,22202,16,Jászapáti,3,2,3,161,8889,DANKÓ PISTA UTCA,5,2
1666,22202,22202,16,Jászapáti,3,2,3,161,8889,KAZINCZY UTCA,10,1
1668,22202,22202,16,Jászapáti,3,2,3,161,8889,LEHEL UTCA,25,2
1669,22202,22202,16,Jászapáti,3,2,3,161,8889,MADÁCH UTCA,14,1
1670,22202,22202,16,Jászapáti,3,2,3,161,8889,PETŐFI SÁNDOR ÚT,36,2
1671,22202,22202,16,Jászapáti,3,2,3,161,8889,SZÉCHENYI UTCA,64,0
1672,22202,22202,16,Jászapáti,3,2,3,161,8889,TÓTH UTCA,7,2
1673,22105,22105,16,Jászárokszállás,3,2,3,162,7929,BOGDÁN FLÓRIÁN UTCA,7,1
1675,22105,22105,16,Jászárokszállás,3,2,3,162,7929,DÉRYNÉ UTCA,26,0
1676,22105,22105,16,Jászárokszállás,3,2,3,162,7929,DOBÓ ISTVÁN UTCA,27/A,1
1677,22105,22105,16,Jászárokszállás,3,2,3,162,7929,GAGARIN UTCA,25/A,1
1679,22105,22105,16,Jászárokszállás,3,2,3,162,7929,HÁRSFA UTCA,18,1
1680,22105,22105,16,Jászárokszállás,3,2,3,162,7929,JÓZSEF ATTILA UTCA,6,0
1681,22105,22105,16,Jászárokszállás,3,2,3,162,7929,JÓZSEF ATTILA UTCA,14,0
1682,22105,22105,16,Jászárokszállás,3,2,3,162,7929,MADÁCH UTCA,7/A,2
1683,22105,22105,16,Jászárokszállás,3,2,3,162,7929,MÁTYÁS KIRÁLY UTCA,36,2
1684,22105,22105,16,Jászárokszállás,3,2,3,162,7929,ÖRSI ÚT,1/A,1
1685,22105,22105,16,Jászárokszállás,3,2,3,162,7929,PROHÁSZKA OTTOKÁR UTCA,48,0
1686,22105,22105,16,Jászárokszállás,3,2,3,162,7929,SZÉCHENYI ISTVÁN UTCA,41,0
1687,18209,18209,16,Jászberény,3,2,3,162,27087,BLÉNESSY JÁNOS UTCA,2,1
1688,18209,18209,16,Jászberény,3,2,3,162,27087,BOLDOGSZÁLLÁS UTCA,26,0
1689,18209,18209,16,Jászberény,3,2,3,162,27087,CSÁKÁNY UTCA,29,1
1690,18209,18209,16,Jászberény,3,2,3,162,27087,DR. WITTMANN TIBOR UTCA,12,1
1692,18209,18209,16,Jászberény,3,2,3,162,27087,JÓKAI MÓR UTCA,11,2
1694,18209,18209,16,Jászberény,3,2,3,162,27087,MÓRA FERENC UTCA,4,2
1695,18209,18209,16,Jászberény,3,2,3,162,27087,TÍMÁR UTCA,6,1
1697,6442,6442,3,Kalocsa,3,2,3,37,17142,FOKTŐI ÚT,4,1
1699,6442,6442,3,Kalocsa,3,2,3,37,17142,ONCSA KÖZ,1,2
1700,6442,6442,3,Kalocsa,3,2,3,37,17142,TÁNCSICS MIHÁLY UTCA,15,0
1701,6442,6442,3,Kalocsa,3,2,3,37,17142,TOMORI PÁL UTCA,40,0
1702,6442,6442,3,Kalocsa,3,2,3,37,17142,TÓTH MIKE UTCA,48,1
1703,20473,20473,14,Kaposvár,2,2,2,143,66245,ARANY JÁNOS UTCA,31,2
1704,20473,20473,14,Kaposvár,2,2,2,143,66245,ÁRVÁCSKA UTCA,48,2
1705,20473,20473,14,Kaposvár,2,2,2,143,66245,BAJCSY-ZSILINSZKY UTCA,31/B,1
1706,20473,20473,14,Kaposvár,2,2,2,143,66245,BALOGH ÁDÁM UTCA,8,0
1708,20473,20473,14,Kaposvár,2,2,2,143,66245,GÉZA UTCA,93,1
1710,20473,20473,14,Kaposvár,2,2,2,143,66245,HOLD UTCA,34,0
1711,20473,20473,14,Kaposvár,2,2,2,143,66245,HUNYADI JÁNOS UTCA,1,0
1712,20473,20473,14,Kaposvár,2,2,2,143,66245,KINIZSI LAKÓTELEP,28,2
1715,20473,20473,14,Kaposvár,2,2,2,143,66245,MEZŐ UTCA,33,1
1716,20473,20473,14,Kaposvár,2,2,2,143,66245,PÉCSI UTCA,22,0
1717,20473,20473,14,Kaposvár,2,2,2,143,66245,PIPACS UTCA,17,0
1718,20473,20473,14,Kaposvár,2,2,2,143,66245,SZÉCHENYI TÉR,2,1
1719,20473,20473,14,Kaposvár,2,2,2,143,66245,TALLIÁN GYULA UTCA,91,1
1720,20473,20473,14,Kaposvár,2,2,2,143,66245,TOLDI MIKLÓS UTCA,18,0
1721,20473,20473,14,Kaposvár,2,2,2,143,66245,TOPONÁRI ÚT,96,1
1722,20473,20473,14,Kaposvár,2,2,2,143,66245,TOPONÁRI ÚT,157,0
1723,20473,20473,14,Kaposvár,2,2,2,143,66245,VAK BOTTYÁN UTCA,62,0
1724,20473,20473,14,Kaposvár,2,2,2,143,66245,VAK BOTTYÁN UTCA,66,0
1725,20473,20473,14,Kaposvár,2,2,2,143,66245,ZSIGMONDY RICHÁRD UTCA,2,1
1728,28334,28334,8,Kapuvár,3,2,3,88,10495,ÉGÉS UTCA,20,0
1729,28334,28334,8,Kapuvár,3,2,3,88,10495,FŐ TÉR,21,1
1731,4923,4923,16,Karcag,3,2,3,163,20632,BEM UTCA,5,1
1733,4923,4923,16,Karcag,3,2,3,163,20632,KACSÓH UTCA,17/A,0
1736,4923,4923,16,Karcag,3,2,3,163,20632,SZENT ISTVÁN SUGÁRÚT,05.jan,0
1737,6691,6691,5,Kazincbarcika,3,2,3,58,29010,BARÁTSÁG TÉR,4,0
1738,6691,6691,5,Kazincbarcika,3,2,3,58,29010,BARTÓK BÉLA UTCA,40,0
1739,6691,6691,5,Kazincbarcika,3,2,3,58,29010,CSOKONAI UTCA,24,0
1740,6691,6691,5,Kazincbarcika,3,2,3,58,29010,ÉPÍTŐK ÚTJA,16,0
1742,6691,6691,5,Kazincbarcika,3,2,3,58,29010,SZABÓ ERVIN UTCA,2,0
1743,6691,6691,5,Kazincbarcika,3,2,3,58,29010,SZEMERE BERTALAN TÉR,4,0
1745,6691,6691,5,Kazincbarcika,3,2,3,58,29010,VAJDA JÁNOS UTCA,4,0
1746,6691,6691,5,Kazincbarcika,3,2,3,58,29010,VAJDA JÁNOS UTCA,6,2
1747,26684,26684,3,Kecskemét,2,2,2,38,111411,AKADÉMIA KÖRÚT,63,0
1748,26684,26684,3,Kecskemét,2,2,2,38,111411,ALKONY UTCA,4,0
1750,26684,26684,3,Kecskemét,2,2,2,38,111411,BAJCSY-ZSILINSZKY E. KÖRÚT,4,1
1752,26684,26684,3,Kecskemét,2,2,2,38,111411,BUDAIHEGY TANYA,105/1,1
1753,26684,26684,3,Kecskemét,2,2,2,38,111411,BÚZAVIRÁG UTCA,2,1
1754,26684,26684,3,Kecskemét,2,2,2,38,111411,CSOKOR UTCA,59,0
1755,26684,26684,3,Kecskemét,2,2,2,38,111411,ESZPERANTÓ UTCA,18,1
1756,26684,26684,3,Kecskemét,2,2,2,38,111411,FELSŐCSALÁNOS TANYA,156,1
1757,26684,26684,3,Kecskemét,2,2,2,38,111411,FERENCZY IDA UTCA,6,0
1758,26684,26684,3,Kecskemét,2,2,2,38,111411,FRANKEL LEÓ UTCA,21,0
1759,26684,26684,3,Kecskemét,2,2,2,38,111411,GÁZLÓ UTCA,2,0
1760,26684,26684,3,Kecskemét,2,2,2,38,111411,GYOPÁROS UTCA,3,1
1761,26684,26684,3,Kecskemét,2,2,2,38,111411,HETÉNY-SZARKÁS TANYA,295,1
1764,26684,26684,3,Kecskemét,2,2,2,38,111411,KLAUZÁL GÁBOR TÉR,13,0
1767,26684,26684,3,Kecskemét,2,2,2,38,111411,KRISTÁLY TÉR,12,0
1768,26684,26684,3,Kecskemét,2,2,2,38,111411,MÁLYVA UTCA,55,0
1770,26684,26684,3,Kecskemét,2,2,2,38,111411,MÁRIAHEGY TANYA,56,0
1771,26684,26684,3,Kecskemét,2,2,2,38,111411,MIKLÓS GYULA UTCA,164,0
1773,26684,26684,3,Kecskemét,2,2,2,38,111411,PÁVA UTCA,2,0
1774,26684,26684,3,Kecskemét,2,2,2,38,111411,PÁZSIT UTCA,16,1
1777,26684,26684,3,Kecskemét,2,2,2,38,111411,REPTÉRI ÚT,5,0
1778,26684,26684,3,Kecskemét,2,2,2,38,111411,RÉT UTCA,1/A,1
1779,26684,26684,3,Kecskemét,2,2,2,38,111411,STÁDIUM UTCA,7,1
1781,26684,26684,3,Kecskemét,2,2,2,38,111411,TALFÁJA TANYA,299,1
1782,26684,26684,3,Kecskemét,2,2,2,38,111411,TAVASZMEZŐ UTCA,29,0
1785,26684,26684,3,Kecskemét,2,2,2,38,111411,VAK BOTTYÁN UTCA,17,1
1786,34166,34166,13,Kerepes,4,3,4,128,10068,ALFÖLDI UTCA,42/A,1
1787,34166,34166,13,Kerepes,4,3,4,128,10068,GYÁR UTCA,19,0
1788,34166,34166,13,Kerepes,4,3,4,128,10068,SZŐLŐ DŰLŐ,80,0
1789,29249,29249,5,Kesznyéten,4,3,7,68,1863,ARANY JÁNOS UTCA,16,2
1790,29249,29249,5,Kesznyéten,4,3,7,68,1863,DÓZSA GYÖRGY UTCA,1,0
1791,29249,29249,5,Kesznyéten,4,3,7,68,1863,DÓZSA GYÖRGY UTCA,5,1
1793,29249,29249,5,Kesznyéten,4,3,7,68,1863,JÓZSEF ATTILA UTCA,9,1
1794,29249,29249,5,Kesznyéten,4,3,7,68,1863,KOSSUTH UTCA,9,1
1797,29249,29249,5,Kesznyéten,4,3,7,68,1863,MÓRICZ ZSIGMOND UTCA,21,1
1798,29249,29249,5,Kesznyéten,4,3,7,68,1863,PETŐFI UTCA,2,1
1799,29249,29249,5,Kesznyéten,4,3,7,68,1863,PETŐFI UTCA,10,2
1800,29249,29249,5,Kesznyéten,4,3,7,68,1863,PETŐFI UTCA,38,2
1801,29249,29249,5,Kesznyéten,4,3,7,68,1863,PETŐFI UTCA,39,2
1803,18421,18421,20,Keszthely,3,2,3,193,20619,ÁRNYAS ÚT,15,2
1804,18421,18421,20,Keszthely,3,2,3,193,20619,BAJCSY-ZSILINSZKY UTCA,11,1
1805,18421,18421,20,Keszthely,3,2,3,193,20619,FECSKE UTCA,30,1
1808,18421,18421,20,Keszthely,3,2,3,193,20619,MÁTYÁS KIRÁLY UTCA,55,1
1809,18421,18421,20,Keszthely,3,2,3,193,20619,SCHWARZ DÁVID UTCA,82,2
1810,17330,17330,11,Kisbér,3,2,3,111,5564,ADY ENDRE UTCA,36,2
1811,17330,17330,11,Kisbér,3,2,3,111,5564,ARANY JÁNOS UTCA,17,2
1812,17330,17330,11,Kisbér,3,2,3,111,5564,ARANY JÁNOS UTCA,19/A,2
1814,17330,17330,11,Kisbér,3,2,3,111,5564,DEÁK FERENC UTCA,33,0
1815,17330,17330,11,Kisbér,3,2,3,111,5564,DEÁK FERENC UTCA,59,0
1817,17330,17330,11,Kisbér,3,2,3,111,5564,FÁY ANDRÁS UTCA,43,0
1818,17330,17330,11,Kisbér,3,2,3,111,5564,H-KOSSUTH LAJOS UTCA,54,2
1819,17330,17330,11,Kisbér,3,2,3,111,5564,KOLOZSVÁRI UTCA,4,2
1820,17330,17330,11,Kisbér,3,2,3,111,5564,KOZMA FERENC UTCA,2,0
1821,17330,17330,11,Kisbér,3,2,3,111,5564,MAGYAR UTCA,30,0
1822,17330,17330,11,Kisbér,3,2,3,111,5564,PACSIRTA UTCA,4,0
1823,17330,17330,11,Kisbér,3,2,3,111,5564,PERCZEL MÓR UTCA,56,0
1825,9344,9344,3,Kiskőrös,3,2,3,39,14236,KILIÁN GYÖRGY UTCA,19,2
1826,9344,9344,3,Kiskőrös,3,2,3,39,14236,KISFALUDY SÁNDOR UTCA,18,0
1827,9344,9344,3,Kiskőrös,3,2,3,39,14236,MADÁCH IMRE UTCA,41,0
1828,9344,9344,3,Kiskőrös,3,2,3,39,14236,MÉSZÁROS LŐRINC UTCA,44,1
1829,20297,20297,3,Kiskunfélegyháza,3,2,3,40,30172,ALPÁRI ÚT,36,1
1830,20297,20297,3,Kiskunfélegyháza,3,2,3,40,30172,BAJCSY-ZSILINSZKY UTCA,7,0
1832,20297,20297,3,Kiskunfélegyháza,3,2,3,40,30172,JÓSIKA UTCA,34/A,0
1833,20297,20297,3,Kiskunfélegyháza,3,2,3,40,30172,LUGAS UTCA,1/B,0
1834,20297,20297,3,Kiskunfélegyháza,3,2,3,40,30172,PÁZSIT UTCA,18,1
1835,20297,20297,3,Kiskunfélegyháza,3,2,3,40,30172,SZÉCHENYI UTCA,4,0
1836,20297,20297,3,Kiskunfélegyháza,3,2,3,40,30172,SZENT IMRE HERCEG UTCA,71,0
1837,20297,20297,3,Kiskunfélegyháza,3,2,3,40,30172,V. KÖRZET TANYA,78,0
1838,20297,20297,3,Kiskunfélegyháza,3,2,3,40,30172,XI. KÖRZET TANYA,323,1
1840,32434,32434,3,Kiskunhalas,3,2,3,41,28285,DR. NAGY MÓR UTCA,26,0
1842,32434,32434,3,Kiskunhalas,3,2,3,41,28285,FELSŐÖREGSZŐLŐK,041393/0003,1
1843,32434,32434,3,Kiskunhalas,3,2,3,41,28285,KERTÉSZ UTCA,28,2
1844,32434,32434,3,Kiskunhalas,3,2,3,41,28285,KMETH SÁNDOR UTCA,16,1
1845,32434,32434,3,Kiskunhalas,3,2,3,41,28285,MÁTYÁS TÉR,7,0
1846,32434,32434,3,Kiskunhalas,3,2,3,41,28285,MOLNÁR UTCA,6,1
1847,32434,32434,3,Kiskunhalas,3,2,3,41,28285,TORMÁSSY JÁNOS UTCA,30,2
1848,32434,32434,3,Kiskunhalas,3,2,3,41,28285,VIHAR UTCA,22,1
1849,24396,24396,3,Kiskunmajsa,3,2,3,42,11229,ÁGASEGYHÁZA DŰLŐ TANYA,200,2
1850,24396,24396,3,Kiskunmajsa,3,2,3,42,11229,FÉLEGYHÁZI ÚT,40,1
1851,24396,24396,3,Kiskunmajsa,3,2,3,42,11229,SZENT LÁSZLÓ UTCA,27.febr,2
1852,24396,24396,3,Kiskunmajsa,3,2,3,42,11229,TAMÁSI ÁRON UTCA,15,0
1853,34157,34157,13,Kistarcsa,3,2,3,128,11953,BAROSS GÁBOR UTCA,1,2
1854,34157,34157,13,Kistarcsa,3,2,3,128,11953,BELLUS JÓZSEF UTCA,14,0
1855,34157,34157,13,Kistarcsa,3,2,3,128,11953,IGLÓI UTCA,1/A,1
1858,25919,25919,16,Kisújszállás,3,2,3,163,11397,GÖRÖNGYÖSI UTCA,1,0
1859,25919,25919,16,Kisújszállás,3,2,3,163,11397,MALOM UTCA,66,1
1860,25919,25919,16,Kisújszállás,3,2,3,163,11397,MÓRICZ ZSIGMOND UTCA,15,0
1861,9265,9265,15,Kisvárda,3,2,3,153,16986,HULICS UTCA,8/B,0
1862,9265,9265,15,Kisvárda,3,2,3,153,16986,JÓZSEF ATTILA UTCA,19,2
1863,9265,9265,15,Kisvárda,3,2,3,153,16986,NAGYBOLDOGASSZONY UTCA,25,2
1864,9265,9265,15,Kisvárda,3,2,3,153,16986,RÁKÓCZI UTCA,11,1
1865,9265,9265,15,Kisvárda,3,2,3,153,16986,SZENT GYÖRGY TÉR,7,1
1866,9265,9265,15,Kisvárda,3,2,3,153,16986,VÁRDAY KÖZ,1/G,1
1867,5449,5449,11,Komárom,3,2,3,112,19284,BÁTHORI ISTVÁN UTCA,35,0
1868,5449,5449,11,Komárom,3,2,3,112,19284,DÖME KÁROLY UTCA,6,1
1871,5449,5449,11,Komárom,3,2,3,112,19284,RÜDIGER SÉTÁNY,10,2
1873,26408,26408,2,Komló,3,2,3,26,24394,ALKOTMÁNY UTCA,60,0
1874,26408,26408,2,Komló,3,2,3,26,24394,ATTILA UTCA,42,1
1876,26408,26408,2,Komló,3,2,3,26,24394,HUNYADI JÁNOS UTCA,31,1
1877,26408,26408,2,Komló,3,2,3,26,24394,KOSSUTH LAJOS UTCA,77,0
1878,26408,26408,2,Komló,3,2,3,26,24394,KOSSUTH LAJOS UTCA,107,0
1879,26408,26408,2,Komló,3,2,3,26,24394,SZÉCHENYI ISTVÁN UTCA,11,2
1880,26408,26408,2,Komló,3,2,3,26,24394,VÉRTANÚK UTCA,27,0
1881,26408,26408,2,Komló,3,2,3,26,24394,VIOLA UTCA,11,0
1882,13532,13532,18,Körmend,3,2,3,177,11950,ADY ENDRE UTCA,14,1
1883,13532,13532,18,Körmend,3,2,3,177,11950,NAP UTCA,2/D,1
1884,13532,13532,18,Körmend,3,2,3,177,11950,NÉMETH MÁRIA UTCA,1,1
1886,16832,16832,18,Kőszeg,3,2,3,178,11666,DR. AMBRÓ GYULA UTCA,2,1
1887,16832,16832,18,Kőszeg,3,2,3,178,11666,KÜLTERÜLET,000186/0178,0
1889,16832,16832,18,Kőszeg,3,2,3,178,11666,ROHONCI UTCA,10,2
1891,20109,20109,18,Kőszegszerdahely,4,3,8,178,470,ALKOTMÁNY UTCA,11,1
1892,20109,20109,18,Kőszegszerdahely,4,3,8,178,470,ALKOTMÁNY UTCA,23,2
1894,20109,20109,18,Kőszegszerdahely,4,3,8,178,470,ALKOTMÁNY UTCA,44,2
1895,20109,20109,18,Kőszegszerdahely,4,3,8,178,470,FŰTELEK MAJOR,137/2,0
1896,20109,20109,18,Kőszegszerdahely,4,3,8,178,470,HEGYI ÚT,4,2
1897,20109,20109,18,Kőszegszerdahely,4,3,8,178,470,HEGYI ÚT,9,0
1899,20109,20109,18,Kőszegszerdahely,4,3,8,178,470,KOSSUTH UTCA,19,2
1900,20109,20109,18,Kőszegszerdahely,4,3,8,178,470,KOSSUTH UTCA,22,2
1901,20109,20109,18,Kőszegszerdahely,4,3,8,178,470,KOSSUTH UTCA,34,2
1902,20109,20109,18,Kőszegszerdahely,4,3,8,178,470,KOSSUTH UTCA,43,2
1903,20109,20109,18,Kőszegszerdahely,4,3,8,178,470,KOSSUTH UTCA,46,0
1904,6992,6992,2,Kővágótöttös,4,3,8,28,337,DÓZSA GYÖRGY UTCA,12,0
1905,6992,6992,2,Kővágótöttös,4,3,8,28,337,KOSSUTH LAJOS UTCA,13,1
1906,6992,6992,2,Kővágótöttös,4,3,8,28,337,KOSSUTH LAJOS UTCA,23,1
1909,6992,6992,2,Kővágótöttös,4,3,8,28,337,KOSSUTH LAJOS UTCA,47,2
1910,6992,6992,2,Kővágótöttös,4,3,8,28,337,PETŐFI SÁNDOR UTCA,3,1
1911,6992,6992,2,Kővágótöttös,4,3,8,28,337,PETŐFI SÁNDOR UTCA,02.ápr,1
1913,6992,6992,2,Kővágótöttös,4,3,8,28,337,PETŐFI SÁNDOR UTCA,6,0
1914,6992,6992,2,Kővágótöttös,4,3,8,28,337,PETŐFI SÁNDOR UTCA,7,1
1915,6992,6992,2,Kővágótöttös,4,3,8,28,337,PETŐFI SÁNDOR UTCA,21,1
1917,6992,6992,2,Kővágótöttös,4,3,8,28,337,PETŐFI SÁNDOR UTCA,24,2
1918,15255,15255,11,Lábatlan,3,2,3,110,5033,BARTÓK BÉLA UTCA,5,0
1919,15255,15255,11,Lábatlan,3,2,3,110,5033,CEMENTGYÁRI LAKÓTELEP,14,0
1921,15255,15255,11,Lábatlan,3,2,3,110,5033,DÓZSA GYÖRGY ÚT,123,2
1922,15255,15255,11,Lábatlan,3,2,3,110,5033,HONVÉD UTCA,10,2
1925,15255,15255,11,Lábatlan,3,2,3,110,5033,KÁLVÁRIA UTCA,55,0
1926,15255,15255,11,Lábatlan,3,2,3,110,5033,KÁLVÁRIA UTCA,67,0
1927,15255,15255,11,Lábatlan,3,2,3,110,5033,KOSSUTH LAJOS UTCA,11,0
1928,15255,15255,11,Lábatlan,3,2,3,110,5033,MUNKÁCSY MIHÁLY UTCA,5,0
1929,15255,15255,11,Lábatlan,3,2,3,110,5033,ŐRHEGYI ÚT,15,0
1930,15255,15255,11,Lábatlan,3,2,3,110,5033,PETŐFI SÁNDOR UTCA,14,0
1931,15255,15255,11,Lábatlan,3,2,3,110,5033,PISZKEI LAKÓTELEP,8,0
1932,28291,28291,14,Lábod,4,3,6,145,1964,BERCSÉNYI UTCA,11,0
1933,28291,28291,14,Lábod,4,3,6,145,1964,BERCSÉNYI UTCA,69,0
1934,28291,28291,14,Lábod,4,3,6,145,1964,DEÁK UTCA,4,0
1935,28291,28291,14,Lábod,4,3,6,145,1964,ERZSÉBET PUSZTA,9,1
1936,28291,28291,14,Lábod,4,3,6,145,1964,HOSSZÚFALVI ÚT,59,0
1937,28291,28291,14,Lábod,4,3,6,145,1964,HOSSZÚFALVI ÚT,76,1
1938,28291,28291,14,Lábod,4,3,6,145,1964,ISKOLA UTCA,6,1
1939,28291,28291,14,Lábod,4,3,6,145,1964,KISLÁBODI UTCA,41,1
1940,28291,28291,14,Lábod,4,3,6,145,1964,KOSSUTH UTCA,12,2
1941,28291,28291,14,Lábod,4,3,6,145,1964,KOSSUTH UTCA,18,0
1942,28291,28291,14,Lábod,4,3,6,145,1964,KOSSUTH UTCA,23,2
1945,28291,28291,14,Lábod,4,3,6,145,1964,KOSSUTH UTCA,126,1
1947,17677,17677,3,Lajosmizse,3,2,3,38,11050,GALAGONYA UTCA,5,1
1949,17677,17677,3,Lajosmizse,3,2,3,38,11050,KÖZÖS TANYA,56/B,1
1950,33330,33330,2,Lánycsók,4,3,6,27,2470,ARADI UTCA,50,2
1952,33330,33330,2,Lánycsók,4,3,6,27,2470,BÉKE TÉR,16,0
1954,33330,33330,2,Lánycsók,4,3,6,27,2470,DÓZSA UTCA,33,2
1955,33330,33330,2,Lánycsók,4,3,6,27,2470,DÓZSA UTCA,94,1
1956,33330,33330,2,Lánycsók,4,3,6,27,2470,DÓZSA UTCA,99,0
1957,33330,33330,2,Lánycsók,4,3,6,27,2470,DÓZSA UTCA,115,2
1958,33330,33330,2,Lánycsók,4,3,6,27,2470,ERDÉLYI UTCA,7,1
1959,33330,33330,2,Lánycsók,4,3,6,27,2470,ERDÉLYI UTCA,55,0
1960,33330,33330,2,Lánycsók,4,3,6,27,2470,IFJÚSÁG UTCA,9,0
1961,33330,33330,2,Lánycsók,4,3,6,27,2470,KISMÉRÉS DŰLŐ,10,1
1962,33330,33330,2,Lánycsók,4,3,6,27,2470,KOSSUTH UTCA,77,2
1963,33330,33330,2,Lánycsók,4,3,6,27,2470,MÁTYÁS UTCA,16,0
1964,17570,17570,19,Lesencefalu,4,3,8,189,304,CSIKVÖLGYI ÚT,1,2
1966,17570,17570,19,Lesencefalu,4,3,8,189,304,KISPERJÉSI UTCA,11,2
1967,17570,17570,19,Lesencefalu,4,3,8,189,304,KOSSUTH UTCA,13,1
1968,17570,17570,19,Lesencefalu,4,3,8,189,304,KOSSUTH UTCA,24,2
1969,17570,17570,19,Lesencefalu,4,3,8,189,304,KOSSUTH UTCA,60,2
